bioguideId,name,terms
C000836,"Cox, John W., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1991}]}"
C000830,"Cox, Christopher","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1989}]}"
C000809,"Courter, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1979}]}"
C000807,"Coughlin, Lawrence","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1969}]}"
C000799,"Cotter, William R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1971}]}"
C000794,"Costello, Jerry F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1987}]}"
C000788,"Corrada, Baltasar","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1977}]}"
C000787,"Cornwell, David L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1977}]}"
C000782,"Cornell, Robert J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}]}"
C000780,"Corman, James C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1961}]}"
C000773,"Corcoran, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1977}]}"
C000767,"Coppersmith, Sam","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
C000737,"Cooley, Wes","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1995}]}"
C000714,"Conyers, John, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 1965}]}"
C000709,"Conte, Silvio O.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1959}]}"
C000682,"Conlan, John B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1973}]}"
C000670,"Condit, Gary A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1989}]}"
C000666,"Conable, Barber B., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1965}]}"
C000653,"Combest, Larry","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1985}]}"
C000646,"Colorado, Antonio","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1991}]}"
C000640,"Collins, Mac","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1993}]}"
C000638,"Collins, James M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1967}]}"
C000634,"Collins, Cardiss","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1973}]}"
C000633,"Collins, Barbara-Rose","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1991}]}"
C000629,"Collier, Harold R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1957}]}"
C000621,"Coleman, Ronald D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1983}]}"
C000618,"Coleman, E. Thomas","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1977}]}"
C000598,"Cohen, William S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}, {'chamber': 'Senate', 'endYear': 1997, 'startYear': 1979}]}"
C000581,"Coelho, Anthony Lee","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1979}]}"
C000560,"Coburn, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 2005}]}"
C000556,"Coble, Howard","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1985}]}"
C000555,"Cobey, William W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1985}]}"
C000542,"Coats, Daniel","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1981}, {'chamber': 'Senate', 'endYear': 1999, 'startYear': 1989}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 2011}]}"
C000537,"Clyburn, James E.","{'item': [{'chamber': 'House of Representatives', 'startYear': 1993}]}"
C000523,"Clinger, William F., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1979}]}"
C000512,"Cleveland, James C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1963}]}"
C000503,"Clement, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1987}]}"
C000494,"Clayton, Eva M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1991}]}"
C000488,"Clay, William (Bill)","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1969}]}"
C000476,"Clawson, Del","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1963}]}"
C000475,"Clausen, Don H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1963}]}"
C000462,"Clarke, James McC.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1983}, {'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1987}]}"
C000431,"Clark, Frank M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1955}]}"
C000409,"Clancy, Donald D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1961}]}"
C000385,"Chrysler, Dick","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1995}]}"
C000377,"Christensen, Jon","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1995}]}"
C000371,"Chisholm, Shirley","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1969}]}"
C000345,"Chenoweth-Hage, Helen","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}]}"
C000344,"Cheney, Dick","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1979}]}"
C000322,"Chappie, Eugene A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1981}]}"
C000321,"Chappell, Bill, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1969}]}"
C000312,"Chapman, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1985}]}"
C000293,"Chandler, Rod D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
C000286,"Chambliss, Saxby","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2015, 'startYear': 2003}]}"
C000275,"Chamberlain, Charles E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1957}]}"
C000263,"Cederberg, Elford A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1953}]}"
C000261,"Cavanaugh, John J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1977}]}"
C000243,"Castle, Michael N.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1993}]}"
C000228,"Casey, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1959}]}"
C000201,"Carter, Tim Lee","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1965}]}"
C000178,"Carr, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1975}, {'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1983}]}"
C000165,"Carney, William","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1979}]}"
C000164,"Carney, Charles J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1969}]}"
C000158,"Carman, Gregory W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
C000143,"Carey, Hugh L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1961}]}"
C000137,"Caputo, Bruce F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1977}]}"
C000107,"Canady, Charles T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1993}]}"
C000100,"Campbell, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1989}, {'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1995}]}"
C000079,"Campbell, Carroll A., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1979}]}"
C000077,"Campbell, Ben Nighthorse","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1987}, {'chamber': 'Senate', 'endYear': 2005, 'startYear': 1993}]}"
C000073,"Camp, John N. Happy","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1969}]}"
C000071,"Camp, Dave","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1991}]}"
C000059,"Calvert, Ken","{'item': [{'chamber': 'House of Representatives', 'startYear': 1993}]}"
C000052,"Callahan, Sonny","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1985}]}"
B001221,"Byron, Goodloe E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1971}]}"
B001220,"Byron, Beverly B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1979}]}"
B001213,"Byrne, Leslie L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
B001203,"Buyer, Steve","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1993}]}"
B001182,"Butler, M. Caldwell","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1971}]}"
B001172,"Bustamante, Albert G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1985}]}"
B001158,"Burton, Sala","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1983}]}"
B001156,"Burton, Phillip","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1963}]}"
B001153,"Burton, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1973}]}"
B001149,"Burton, Dan","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1983}]}"
B001113,"Burlison, Bill D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1969}]}"
B001111,"Burleson, Omar","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1947}]}"
B001102,"Burke, Yvonne B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}]}"
B001092,"Burke, James A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1959}]}"
B001091,"Burke, J. Herbert","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1967}]}"
B001080,"Burgener, Clair W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1973}]}"
B001066,"Bunning, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1987}, {'chamber': 'Senate', 'endYear': 2011, 'startYear': 1999}]}"
B001063,"Bunn, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1995}]}"
B001036,"Buechner, Jack","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1987}]}"
B001008,"Buchanan, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1965}]}"
B000997,"Bryant, John W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1983}]}"
B000996,"Bryant, Ed","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}]}"
B000971,"Bruce, Terry L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1985}]}"
B000967,"Broyhill, Joel T.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1953}]}"
B000953,"Brownback, Sam","{'item': [{'chamber': 'House of Representatives', 'endYear': 1996, 'startYear': 1995}, {'chamber': 'Senate', 'endYear': 2011, 'startYear': 1996}]}"
B000919,"Brown, Hank","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1981}, {'chamber': 'Senate', 'endYear': 1997, 'startYear': 1991}]}"
B000918,"Brown, George E., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1971, 'startYear': 1963}, {'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1973}]}"
B000917,"Brown, Garry E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1967}]}"
B000911,"Brown, Corrine","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 1993}]}"
B000910,"Brown, Clarence, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1965}]}"
B000897,"Browder, Glen","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1989}]}"
B000893,"Brotzman, Donald G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1965, 'startYear': 1963}, {'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1967}]}"
B000890,"Broomfield, William S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1957}]}"
B000880,"Brooks, Jack B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1953}]}"
B000862,"Brodhead, William","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
B000845,"Britt, Robin","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1983}]}"
B000400,"Bentsen, Ken","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}]}"
B000392,"Bentley, Helen Delich","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1985}]}"
B000371,"Bennett, Charles E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1949}]}"
B000363,"Benjamin, Adam, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1977}]}"
B000362,"Benitez, Jamie","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1973}]}"
B000358,"Benedict, Cleve","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
B000330,"Bell, Alphonzo","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1961}]}"
B000318,"Beilenson, Anthony C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1977}]}"
B000298,"Bedell, Berkley W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1975}]}"
B000287,"Becerra, Xavier","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 1993}]}"
B000280,"Beard, Robin","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1973}]}"
B000279,"Beard, Edward","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1975}]}"
B000244,"Bauman, Robert E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1973}]}"
B000243,"Baucus, Max","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}, {'chamber': 'Senate', 'endYear': 2014, 'startYear': 1979}]}"
B000236,"Bates, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1983}]}"
B000220,"Bass, Charles F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1995}, {'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 2011}]}"
B000213,"Barton, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 1985}]}"
B000204,"Bartlett, Steve","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
B000208,"Bartlett, Roscoe G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1993}]}"
B000178,"Barrett, William A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1947, 'startYear': 1945}, {'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1949}]}"
B000177,"Barrett, Thomas M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1993}]}"
B000179,"Barrett, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1991}]}"
B000169,"Barr, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}]}"
B000160,"Barnes, Michael D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1979}]}"
B000153,"Barnard, Doug, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1977}]}"
B000151,"Barlow, Tom","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
B000134,"Barcia, James A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1993}]}"
B001226,"Barca, Peter","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
B000104,"Ballenger, Cass","{'item': [{'chamber': 'House of Representatives', 'endYear': 2005, 'startYear': 1985}]}"
B000083,"Baldus, Alvin J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1975}]}"
B000081,"Baldacci, John Elias","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1995}]}"
B000072,"Baker, Richard H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2008, 'startYear': 1987}]}"
B000069,"Baker, LaMar","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1971}]}"
B000078,"Baker, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1993}]}"
B000047,"Bailey, Wendell","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
B000037,"Bailey, Donald A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1979}]}"
B000028,"Baesler, Scotty","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1993}]}"
B000025,"Badillo, Herman","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1971}]}"
B000024,"Badham, Robert E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1989, 'startYear': 1977}]}"
B000013,"Bachus, Spencer","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1993}]}"
B000008,"Bacchus, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1991}]}"
A000337,"AuCoin, Les","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1975}]}"
A000329,"Atkinson, Eugene V.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1979}]}"
A000226,"Atkins, Chester G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1985}]}"
A000224,"Aspin, Les","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1971}]}"
A000222,"Ashley, Thomas L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1955}]}"
A000221,"Ashbrook, John M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1961}]}"
A000220,"Ashbrook, Jean","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1981}]}"
A000219,"Armstrong, William L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1973}, {'chamber': 'Senate', 'endYear': 1991, 'startYear': 1979}]}"
A000217,"Armey, Richard K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2003, 'startYear': 1985}]}"
A000216,"Arends, Leslie C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1935}]}"
A000215,"Archer, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1971}]}"
A000214,"Applegate, Douglas","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1977}]}"
A000213,"Anthony, Beryl, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1979}]}"
A000212,"Annunzio, Frank","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1965}]}"
A000211,"Andrews, Thomas H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1991}]}"
A000210,"Andrews, Robert E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2014, 'startYear': 1989}]}"
A000209,"Andrews, Michael","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1983}]}"
A000208,"Andrews, Mark","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1963}, {'chamber': 'Senate', 'endYear': 1987, 'startYear': 1981}]}"
A000207,"Andrews, Ike","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1973}]}"
A000195,"Anderson, John B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1961}]}"
A000189,"Anderson, Glenn M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1969}]}"
A000177,"Ammerman, Joseph S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1977}]}"
A000170,"Ambro, Jerome A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1975}]}"
A000121,"Allen, George","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1991}, {'chamber': 'Senate', 'endYear': 2007, 'startYear': 2001}]}"
A000118,"Allen, Clifford R.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1975}]}"
A000109,"Allard, Wayne","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1991}, {'chamber': 'Senate', 'endYear': 2009, 'startYear': 1997}]}"
A000103,"Alexander, Bill","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1969}]}"
A000076,"Albosta, Donald J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1979}]}"
A000073,"Albert, Carl","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1947}]}"
A000069,"Akaka, Daniel K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1977}, {'chamber': 'Senate', 'endYear': 2013, 'startYear': 1990}]}"
A000052,"Addabbo, Joseph P.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1961}]}"
A000031,"Adams, Brock","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1965}, {'chamber': 'Senate', 'endYear': 1993, 'startYear': 1987}]}"
A000022,"Ackerman, Gary L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1983}]}"
A000018,"Abzug, Bella S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1971}]}"
A000014,"Abercrombie, Neil","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1985}, {'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1991}]}"
A000009,"Abdnor, James","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1973}, {'chamber': 'Senate', 'endYear': 1987, 'startYear': 1981}]}"
F000128,"Fingerhut, Eric D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1993}]}"
F000123,"Findley, Paul","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1961}]}"
F000116,"Filner, Bob","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 1993}]}"
F000111,"Fields, Jack","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1981}]}"
F000110,"Fields, Cleo","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1993}]}"
F000102,"Fiedler, Bobbi","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1981}]}"
F000088,"Ferraro, Geraldine A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1979}]}"
F000078,"Fenwick, Millicent H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
F000059,"Feighan, Edward F.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
F000053,"Fazio, Vic","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1979}]}"
F000049,"Fawell, Harris W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1985}]}"
F000046,"Fauntroy, Walter E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1991, 'startYear': 1971}]}"
F000043,"Fattah, Chaka","{'item': [{'chamber': 'House of Representatives', 'endYear': 2016, 'startYear': 1995}]}"
F000041,"Fascell, Dante B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1955}]}"
F000040,"Fary, John G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
F000030,"Farr, Sam","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 1993}]}"
F000010,"Faleomavaega, Eni F. H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 1989}]}"
E000282,"Ewing, Thomas W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2001, 'startYear': 1991}]}"
E000273,"Evins, Joe L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1947}]}"
E000268,"Everett, Terry","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 1993}]}"
E000258,"Evans, Thomas B., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1977}]}"
E000254,"Evans, Melvin H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1981, 'startYear': 1979}]}"
E000250,"Evans, Lane","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 1983}]}"
E000240,"Evans, Frank E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1979, 'startYear': 1965}]}"
E000239,"Evans, David W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1975}]}"
E000259,"Evans, Cooper","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1981}]}"
E000233,"Evans, Billy Lee","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1977}]}"
E000218,"Espy, Mike","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}]}"
E000215,"Eshoo, Anna G.","{'item': [{'chamber': 'House of Representatives', 'startYear': 1993}]}"
E000214,"Eshleman, Edwin D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1967}]}"
E000213,"Esch, Marvin L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1977, 'startYear': 1967}]}"
E000208,"Ertel, Allen E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1977}]}"
E000204,"Erlenborn, John N.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1985, 'startYear': 1965}]}"
E000201,"Erdreich, Ben","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1983}]}"
E000198,"Erdahl, Arlen","{'item': [{'chamber': 'House of Representatives', 'endYear': 1983, 'startYear': 1979}]}"
